rango,parola,frequenza,lemma,pos,pos_def
1779,qualcos',278,qualcos,ADV,adverb
368,abbastanza,1777,abbastanza,ADV,adverb
578,magari,1044,magari,ADV,adverb
179,tanto,3899,tanto,ADV,adverb
180,male,3894,male,ADV,adverb
404,stasera,1619,stasera,ADV,adverb
100,ancora,7909,ancora,ADV,adverb
369,tardi,1773,tardi,ADV,adverb
503,comunque,1238,comunque,ADV,adverb
851,oltre,665,oltre,ADV,adverb
161,meglio,4532,meglio,ADV,adverb
350,ê,1852,ê,AUX,auxiliary
2744,fossimo,169,fossimo,AUX,auxiliary
1241,son,421,son,AUX,auxiliary
1777,saremmo,278,saremmo,AUX,auxiliary
1793,sii,276,sii,AUX,auxiliary
1726,vorresti,290,vorresti,AUX,auxiliary
4834,paó,86,paó,AUX,auxiliary
2896,ehm,159,ehm,AUX,auxiliary
4,è,105309,essere,AUX,auxiliary
3135,vorremmo,144,vorremmo,AUX,auxiliary
667,avessi,871,avessi,AUX,auxiliary
4977,ò,83,ò,AUX,auxiliary
3338,mo,135,mo,AUX,auxiliary
2462,street,190,streetre,AUX,auxiliary
1555,sapevi,328,sapeve,AUX,auxiliary
3049,sete,149,ese,AUX,auxiliary
221,ero,3124,ero,AUX,auxiliary
1985,portami,243,portamo,AUX,auxiliary
688,sarei,846,sarei,AUX,auxiliary
1061,oppure,520,oppure,CCONJ,coordinating conjunction
1425,and,360,and,CCONJ,coordinating conjunction
66,o,10627,o,CCONJ,coordinating conjunction
513,né,1211,né,CCONJ,coordinating conjunction
16,ma,36205,ma,CCONJ,coordinating conjunction
4529,y,93,y,CCONJ,coordinating conjunction
5,e,99519,e,CCONJ,coordinating conjunction
2660,g,174,g,CCONJ,coordinating conjunction
367,quale,1778,quale,DET,determiner
174,ogni,4021,ogni,DET,determiner
1210,tale,442,tale,DET,determiner
3770,parecchio,117,parecchio,DET,determiner
2088,po,229,po,DET,determiner
362,vostro,1800,vostro,DET,determiner
633,qualsiasi,941,qualsiasi,DET,determiner
846,qualunque,668,qualunque,DET,determiner
44,mio,16884,mio,DET,determiner
1737,ég,289,ég,DET,determiner
789,glielo,727,gli,DET,determiner
82,suo,8755,suo,DET,determiner
6,la,92752,il,DET,determiner
960,entrambi,581,entrambi,DET,determiner
2844,ted,162,ted,DET,determiner
4005,mh,109,mho,DET,determiner
111,loro,6570,loro,DET,determiner
4917,rg,84,rg,DET,determiner
1469,er,348,er,DET,determiner
202,qualche,3519,qualche,DET,determiner
2346,goa',201,goa,DET,determiner
1564,doc,326,doc,DET,determiner
3729,spiego,118,spiego,DET,determiner
227,nostro,3081,nostro,DET,determiner
17,l',35870,L,DET,determiner
93,tuo,8209,tuo,DET,determiner
2161,í,220,íl,DET,determiner
1138,tai,473,tai,DET,determiner
975,the,571,the,DET,determiner
224,ah,3116,ah,INTJ,interjection
2236,amen,213,Amen,INTJ,interjection
2891,portatelo,159,portatelo,INTJ,interjection
40,sì,18635,sì,INTJ,interjection
31,no,26890,no,INTJ,interjection
4953,am,84,am,INTJ,interjection
3104,mickey,146,mickey,NOUN,noun
3069,dichiarazione,148,dichiarazione,NOUN,noun
3105,huh,146,huh,NOUN,noun
3671,colonia,121,colonia,NOUN,noun
3163,maschera,143,maschera,NOUN,noun
3162,muoverti,143,muoverto,NOUN,noun
395,giro,1665,giro,NOUN,noun
3160,ori,143,ore,NOUN,noun
3154,aitro,144,aitro,NOUN,noun
2633,micheie,176,micheie,NOUN,noun
3067,esperto,148,esperto,NOUN,noun
415,minuti,1566,minuto,NOUN,noun
2644,partenza,175,partenza,NOUN,noun
2874,gas,160,gas,NOUN,noun
2642,proprietà,175,proprietà,NOUN,noun
2636,centinaia,176,centinaio,NOUN,noun
3040,modello,150,modello,NOUN,noun
3159,romanzo,143,romanzo,NOUN,noun
420,ricordi,1557,ricordo,NOUN,noun
501,stanza,1242,stanza,NOUN,noun
3057,stronzi,148,stronzi,NOUN,noun
3659,liceo,121,liceo,NOUN,noun
3664,espressione,121,espressione,NOUN,noun
3186,nastro,142,nastro,NOUN,noun
3185,oswald,142,oswald,NOUN,noun
3665,discussione,121,discussione,NOUN,noun
3667,costo,121,costo,NOUN,noun
380,polizia,1724,polizia,NOUN,noun
3178,stronza,142,stronza,NOUN,noun
3056,terreno,148,terreno,NOUN,noun
3174,atmosfera,143,atmosfera,NOUN,noun
2629,pugno,176,pugno,NOUN,noun
2772,jedi,167,jedi,NOUN,noun
2877,debito,160,debito,NOUN,noun
3038,papa,150,papa,NOUN,noun
3064,fegato,148,fegato,NOUN,noun
3063,frase,148,frase,NOUN,noun
3061,orecchio,148,orecchio,NOUN,noun
3060,porco,148,porco,NOUN,noun
381,capo,1718,capo,NOUN,noun
2624,versione,176,versione,NOUN,noun
414,marito,1575,marito,NOUN,noun
2871,teste,160,testa,NOUN,noun
2899,carcere,159,carcere,NOUN,noun
2895,guardiamarina,159,guardiamarina,NOUN,noun
3147,divorzio,144,divorzio,NOUN,noun
2894,meraviglia,159,meraviglia,NOUN,noun
2892,nazione,159,nazione,NOUN,noun
2890,racconti,159,racconti,NOUN,noun
2888,regno,159,regno,NOUN,noun
2886,scrittore,159,scrittore,NOUN,noun
479,sangue,1337,sangue,NOUN,noun
2881,bernard,160,bernard,NOUN,noun
2879,conseguenze,160,conseguenza,NOUN,noun
2940,miele,156,miele,NOUN,noun
468,com',1371,com,NOUN,noun
467,dollari,1371,dollaro,NOUN,noun
2957,fred,155,fred,NOUN,noun
3036,rivoluzione,150,rivoluzione,NOUN,noun
3142,penna,144,penna,NOUN,noun
2909,giudizio,158,giudizio,NOUN,noun
2914,chance,158,chance,NOUN,noun
2921,pensione,157,pensione,NOUN,noun
2925,danza,157,danza,NOUN,noun
2872,superficie,160,superficie,NOUN,noun
3098,stupidi,146,stupidi,NOUN,noun
3072,ambiente,148,ambiente,NOUN,noun
3095,ambulanza,147,ambulanza,NOUN,noun
3093,barba,147,barba,NOUN,noun
3087,lago,147,lago,NOUN,noun
3084,miami,147,miame,NOUN,noun
3190,grasso,142,grasso,NOUN,noun
538,mezzo,1149,mezzo,NOUN,noun
3081,onda,147,onda,NOUN,noun
3076,sezione,147,sezione,NOUN,noun
3152,combattimento,144,combattimento,NOUN,noun
3150,copia,144,copia,NOUN,noun
3149,copione,144,copione,NOUN,noun
2898,cowboy,159,cowboy,NOUN,noun
2937,procuratore,156,procuratore,NOUN,noun
2936,resistenza,156,resistenza,NOUN,noun
2932,spiegazione,156,spiegazione,NOUN,noun
3080,protezione,147,protezione,NOUN,noun
3192,esterno,142,esterno,NOUN,noun
3210,offesa,141,offesa,NOUN,noun
3651,vescovo,121,vescovo,NOUN,noun
3609,museo,123,museo,NOUN,noun
358,sera,1815,sera,NOUN,noun
3285,autista,138,autista,NOUN,noun
3300,vicenda,136,vicenda,NOUN,noun
356,nave,1824,nave,NOUN,noun
3613,istruzioni,123,istruzione,NOUN,noun
3296,comportamento,137,comportamento,NOUN,noun
359,piano,1809,piano,NOUN,noun
3294,cu,137,cu,NOUN,noun
3621,verme,122,verma,NOUN,noun
3292,legno,137,legno,NOUN,noun
3302,teddy,136,teddy,NOUN,noun
361,macchina,1805,macchina,NOUN,noun
3305,struttura,136,struttura,NOUN,noun
4950,biscotti,84,biscotto,NOUN,noun
4498,sedetevi,94,sedeteve,NOUN,noun
4255,solita,101,solito,NOUN,noun
3604,punizione,123,punizione,NOUN,noun
3272,ioro,138,ioro,NOUN,noun
3624,sport,122,sport,NOUN,noun
3615,crewe,123,crewe,NOUN,noun
346,città,1894,città,NOUN,noun
347,occhi,1876,occhio,NOUN,noun
3529,jo,126,jo,NOUN,noun
3595,cambiamento,124,cambiamento,NOUN,noun
3317,comincio,136,comincio,NOUN,noun
348,fine,1870,fine,NOUN,noun
3313,limite,136,limite,NOUN,noun
3596,benzina,124,benzina,NOUN,noun
3264,pillole,138,pillola,NOUN,noun
351,tesoro,1843,tesoro,NOUN,noun
3367,scienza,133,scienza,NOUN,noun
3468,comunicazione,129,comunicazione,NOUN,noun
3327,visione,135,visione,NOUN,noun
2773,insegnante,167,insegnante,NOUN,noun
3289,scrivania,137,scrivania,NOUN,noun
3287,tema,137,tema,NOUN,noun
286,ragione,2417,ragione,NOUN,noun
3301,umanità,136,umanità,NOUN,noun
3586,formaggio,124,formaggio,NOUN,noun
3276,este,138,esta,NOUN,noun
352,scusi,1842,scuso,NOUN,noun
3460,negri,129,negre,NOUN,noun
3239,potreste,139,potresta,NOUN,noun
3227,impegno,140,impegno,NOUN,noun
376,diavolo,1746,diavolo,NOUN,noun
3636,incendio,122,incendio,NOUN,noun
3224,partite,140,partita,NOUN,noun
3638,feci,122,feci,NOUN,noun
3643,cappotto,122,cappotto,NOUN,noun
3219,zucchero,140,zucchero,NOUN,noun
3635,materiale,122,materiale,NOUN,noun
371,cuore,1770,cuore,NOUN,noun
397,guerra,1658,guerra,NOUN,noun
3262,potter,138,potter,NOUN,noun
372,famiglia,1767,famiglia,NOUN,noun
375,aiuto,1748,aiuto,NOUN,noun
3208,orgoglio,141,orgoglio,NOUN,noun
3199,tappeto,141,tappeto,NOUN,noun
3197,trasmissione,141,trasmissione,NOUN,noun
3645,calore,122,calore,NOUN,noun
3215,furgone,141,furgone,NOUN,noun
3653,tragedia,121,tragedia,NOUN,noun
366,dottore,1786,dottore,NOUN,noun
3627,ross,122,ross,NOUN,noun
3108,corto,146,criro,NOUN,noun
3598,baci,124,baco,NOUN,noun
868,preoccuparti,647,preoccuparto,NOUN,noun
3647,butta,122,butto,NOUN,noun
2203,dargli,216,darglio,NOUN,noun
2620,Catherine,177,catherine,NOUN,noun
3960,terribilmente,110,terribilmengere,NOUN,noun
84,posso,8659,potere,NOUN,noun
3249,eccellenza,139,eccellenza,NOUN,noun
116,devo,6373,dovere,NOUN,noun
802,ln,712,Ln,NOUN,noun
3298,arthur,137,arthur,NOUN,noun
3247,largo,139,largo,NOUN,noun
3268,neanch',138,neanch,NOUN,noun
3234,carattere,140,carattere,NOUN,noun
3261,rifugio,138,rifugio,NOUN,noun
3254,vuoie,138,vuoia,NOUN,noun
3252,assegno,139,assegno,NOUN,noun
570,dovresti,1055,dovresta,NOUN,noun
3140,stop,144,stop,NOUN,noun
403,acqua,1620,acqua,NOUN,noun
3138,traffico,144,traffico,NOUN,noun
1411,contatto,365,contatto,NOUN,noun
849,legge,666,legge,NOUN,noun
1400,gloria,369,gloria,NOUN,noun
1399,bob,370,bob,NOUN,noun
1394,pelle,370,pelle,NOUN,noun
1393,vento,370,vento,NOUN,noun
1389,lezione,372,lezione,NOUN,noun
850,agente,666,agente,NOUN,noun
1387,società,372,società,NOUN,noun
1383,teatro,373,teatro,NOUN,noun
1382,colazione,374,colazione,NOUN,noun
1377,stazione,376,stazione,NOUN,noun
1375,metri,377,metro,NOUN,noun
939,diritto,591,diritto,NOUN,noun
1042,libertà,530,libertà,NOUN,noun
937,chiave,595,chiave,NOUN,noun
1070,vino,510,vino,NOUN,noun
1412,amor,365,amor,NOUN,noun
1416,effetti,364,effetto,NOUN,noun
1421,gliel',362,gliel,NOUN,noun
1424,bellezza,360,bellezza,NOUN,noun
551,scuola,1101,scuola,NOUN,noun
2592,fotografia,179,fotografia,NOUN,noun
2588,rabbia,179,rabbia,NOUN,noun
2573,schermo,181,schermo,NOUN,noun
556,resto,1085,resto,NOUN,noun
2567,corridoio,182,corridoio,NOUN,noun
2562,lancio,182,lancio,NOUN,noun
2557,senatore,182,senatore,NOUN,noun
991,canzone,563,canzone,NOUN,noun
2552,specchio,183,specchio,NOUN,noun
3846,quadrante,114,quadrante,NOUN,noun
776,comandante,739,comandante,NOUN,noun
3833,vigliacco,114,vigliacco,NOUN,noun
1937,angelo,250,angelo,NOUN,noun
1032,esempio,533,esempio,NOUN,noun
1029,linea,534,linea,NOUN,noun
1056,appuntamento,524,appuntamento,NOUN,noun
1224,bacio,433,bacio,NOUN,noun
2538,ingresso,185,ingresso,NOUN,noun
1022,sesso,538,sesso,NOUN,noun
1026,prove,536,prova,NOUN,noun
920,esercito,604,esercito,NOUN,noun
1440,processo,355,processo,NOUN,noun
1468,matto,348,matto,NOUN,noun
1361,gii,382,gii,NOUN,noun
4476,osborne,95,osbore,NOUN,noun
878,programma,637,programma,NOUN,noun
1277,spalle,409,spalla,NOUN,noun
1275,appartamento,411,appartamento,NOUN,noun
1267,figliolo,412,figliolo,NOUN,noun
845,ospedale,670,ospedale,NOUN,noun
1451,azione,352,azione,NOUN,noun
890,domande,628,domanda,NOUN,noun
1258,memoria,417,memoria,NOUN,noun
1256,adoro,418,adoro,NOUN,noun
1280,equipaggio,409,equipaggio,NOUN,noun
1249,ascoltami,420,ascoltame,NOUN,noun
1247,negozio,420,negozio,NOUN,noun
1246,segno,420,segno,NOUN,noun
1244,gambe,421,gamba,NOUN,noun
1263,professore,415,professore,NOUN,noun
2599,poesia,178,poesia,NOUN,noun
842,fondo,672,fondo,NOUN,noun
853,servizio,664,servizio,NOUN,noun
4862,rispondo,85,rispore,NOUN,noun
922,treno,602,treno,NOUN,noun
1076,braccio,507,braccio,NOUN,noun
1075,errore,508,errore,NOUN,noun
1074,guardia,509,guardia,NOUN,noun
929,milioni,598,milione,NOUN,noun
2587,teletrasporto,179,teletraspriro,NOUN,noun
930,cibo,598,cibo,NOUN,noun
1274,birra,411,birra,NOUN,noun
932,jim,597,jim,NOUN,noun
1062,charlie,520,charlia,NOUN,noun
1024,base,538,base,NOUN,noun
1058,destra,522,destra,NOUN,noun
1052,rumore,525,rumore,NOUN,noun
1049,principe,526,principe,NOUN,noun
1048,questione,526,questione,NOUN,noun
1373,soio,377,soio,NOUN,noun
1369,ricerca,379,ricerca,NOUN,noun
1063,nemico,519,nemico,NOUN,noun
2604,Jaffa,178,Jaffa,NOUN,noun
2609,weekend,177,weekend,NOUN,noun
545,senso,1114,senso,NOUN,noun
2837,difficoltà,163,difficoltà,NOUN,noun
2830,robot,163,robot,NOUN,noun
2865,Julie,161,Julie,NOUN,noun
491,roba,1277,roba,NOUN,noun
2826,sterline,163,sterline,NOUN,noun
2821,bersaglio,164,bersaglio,NOUN,noun
2818,impronte,164,impronta,NOUN,noun
496,settimana,1267,settimana,NOUN,noun
2838,crisi,163,crisi,NOUN,noun
2815,riso,164,riso,NOUN,noun
2809,aleander,165,aleander,NOUN,noun
2864,mancanza,161,mancanza,NOUN,noun
481,eri,1333,eri,NOUN,noun
2653,vantaggio,174,vantaggio,NOUN,noun
2732,barone,170,barone,NOUN,noun
505,numero,1234,numero,NOUN,noun
2766,set,167,set,NOUN,noun
2760,frattempo,168,frattempo,NOUN,noun
2813,soccorso,164,soccorso,NOUN,noun
2759,lunedì,168,lunedì,NOUN,noun
2846,rossella,162,rossello,NOUN,noun
2856,divertimento,162,divertimento,NOUN,noun
3134,accompagno,145,accompagno,NOUN,noun
399,bambino,1654,bambino,NOUN,noun
3130,doccia,145,doccia,NOUN,noun
400,strada,1638,strada,NOUN,noun
3125,leader,145,leader,NOUN,noun
402,fratello,1627,fratello,NOUN,noun
3121,piazza,145,piazza,NOUN,noun
288,ragazzi,2365,ragazzo,NOUN,noun
486,colpa,1303,colpa,NOUN,noun
3035,senz',150,senz,NOUN,noun
2958,firma,155,firma,NOUN,noun
2643,perdonami,175,perdoname,NOUN,noun
2650,dirmelo,175,dirmelo,NOUN,noun
2769,miseria,167,miseria,NOUN,noun
2835,ovest,163,ovest,NOUN,noun
2861,petto,161,petto,NOUN,noun
2859,anticipo,162,anticipo,NOUN,noun
2857,disastro,162,disastro,NOUN,noun
3032,straordinario,150,straordinario,NOUN,noun
3139,studenti,144,studente,NOUN,noun
2756,primavera,168,primavera,NOUN,noun
2736,suicidio,169,suicidio,NOUN,noun
2679,buffo,173,buffo,NOUN,noun
2676,canto,173,canto,NOUN,noun
500,conto,1252,conto,NOUN,noun
528,mesi,1160,mese,NOUN,noun
2673,impulso,173,impulso,NOUN,noun
529,fuoco,1160,fuoco,NOUN,noun
2671,oggetto,173,oggetto,NOUN,noun
535,paese,1152,paese,NOUN,noun
2681,accomodi,173,accomodo,NOUN,noun
2663,tentativo,173,tentativo,NOUN,noun
2657,reparto,174,reparto,NOUN,noun
4997,comprensione,83,comprensione,NOUN,noun
2533,quartiere,185,quartiere,NOUN,noun
562,cena,1077,Cena,NOUN,noun
2537,mister,185,mister,NOUN,noun
2694,imperatore,172,imperatore,NOUN,noun
2690,mucchio,172,mucchio,NOUN,noun
526,dammi,1165,damma,NOUN,noun
2662,ali,174,ali,NOUN,noun
2741,maschio,169,maschio,NOUN,noun
527,mr,1164,mr,NOUN,noun
544,fossi,1120,fosso,NOUN,noun
510,fortuna,1219,fortuna,NOUN,noun
2727,fatemi,170,fatema,NOUN,noun
2781,ascensore,167,ascensore,NOUN,noun
2725,mistero,170,mistero,NOUN,noun
2724,moda,170,moda,NOUN,noun
2719,pubblicità,170,pubblicità,NOUN,noun
518,parola,1193,parola,NOUN,noun
2707,inverno,171,inverno,NOUN,noun
2687,regista,172,regista,NOUN,noun
2698,area,172,area,NOUN,noun
2695,cieco,172,cieco,NOUN,noun
2804,cor,165,core,NOUN,noun
2802,filo,165,filo,NOUN,noun
2801,gianni,165,gianni,NOUN,noun
2678,bugiardo,173,bugiardo,NOUN,noun
2615,hill,177,hill,NOUN,noun
2616,giornalista,177,giornalista,NOUN,noun
2619,commissione,177,commissione,NOUN,noun
2780,assassini,167,assassino,NOUN,noun
3340,logica,135,logico,NOUN,noun
3414,leone,131,leone,NOUN,noun
3841,roman,114,roman,NOUN,noun
3871,serpente,113,serpente,NOUN,noun
4600,album,92,album,NOUN,noun
4572,organizzazione,92,organizzazione,NOUN,noun
3913,leggo,112,leggo,NOUN,noun
237,favore,2947,favore,NOUN,noun
4594,biancheria,92,biancheria,NOUN,noun
4574,muto,92,muto,NOUN,noun
4576,madam,92,madam,NOUN,noun
3944,guardarmi,111,guardarmo,NOUN,noun
3862,custode,114,custode,NOUN,noun
3858,frutta,114,frutta,NOUN,noun
4580,gabbia,92,gabbia,NOUN,noun
4586,crema,92,crema,NOUN,noun
4587,copertina,92,copertina,NOUN,noun
4589,coniglio,92,coniglio,NOUN,noun
3856,immaginazione,114,immaginazione,NOUN,noun
4590,collezione,92,collezione,NOUN,noun
2488,spari,188,spario,NOUN,noun
4571,party,92,party,NOUN,noun
4861,scandalo,85,scandalo,NOUN,noun
4560,udienza,92,udienza,NOUN,noun
3011,episodio,152,episodio,NOUN,noun
3013,cima,152,cima,NOUN,noun
3014,band,152,band,NOUN,noun
3020,plasma,151,plasma,NOUN,noun
3022,offro,151,offro,NOUN,noun
432,punto,1529,punto,NOUN,noun
3031,topo,150,topo,NOUN,noun
2964,canale,155,canale,NOUN,noun
3853,morgan,114,morgan,NOUN,noun
2963,cella,155,cello,NOUN,noun
4596,atteggiamento,92,atteggiamento,NOUN,noun
3897,andie,113,andia,NOUN,noun
4573,nucleo,92,nucleo,NOUN,noun
3894,bioriod,113,bioriod,NOUN,noun
3892,cintura,113,Cintura,NOUN,noun
3890,colleghi,113,collega,NOUN,noun
3878,principio,113,principio,NOUN,noun
231,forza,3030,forza,NOUN,noun
965,risposta,577,risposta,NOUN,noun
3850,percy,114,percy,NOUN,noun
4522,emilie,94,emilia,NOUN,noun
4519,giappone,94,giappone,NOUN,noun
4464,sherman,95,sherman,NOUN,noun
1289,cani,407,cane,NOUN,noun
4747,indagini,88,indagine,NOUN,noun
4838,indizi,86,indizio,NOUN,noun
4841,dramma,86,dramma,NOUN,noun
4454,baseball,96,baseball,NOUN,noun
4449,commissario,96,commissario,NOUN,noun
4846,capanna,86,Capanna,NOUN,noun
4745,intervista,88,intervista,NOUN,noun
4450,circolo,96,circolo,NOUN,noun
4942,equilibrio,84,equilibrio,NOUN,noun
4943,elezioni,84,elezione,NOUN,noun
4945,disagio,84,disagio,NOUN,noun
1634,corri,308,corro,NOUN,noun
4973,petra,83,petra,NOUN,noun
4979,modulo,83,modulo,NOUN,noun
1340,principessa,387,principesso,NOUN,noun
4938,flusso,84,flusso,NOUN,noun
4940,fama,84,fama,NOUN,noun
3002,tempesta,152,tempesta,NOUN,noun
4843,compassione,86,compassione,NOUN,noun
4444,disgrazia,96,disgrazia,NOUN,noun
4421,sceneggiatura,96,sceneggiatura,NOUN,noun
4823,sorveglianza,86,sorveglianza,NOUN,noun
4442,dora,96,dora,NOUN,noun
4949,calze,84,calza,NOUN,noun
4952,aprile,84,aprile,NOUN,noun
4955,alquanto,84,alquanto,NOUN,noun
103,casa,7523,casa,NOUN,noun
4958,vampiro,83,vampiro,NOUN,noun
4448,conferenza,96,conferenza,NOUN,noun
4960,stress,83,stress,NOUN,noun
4436,impero,96,impero,NOUN,noun
4431,mckay,96,mckay,NOUN,noun
4965,sederti,83,sederto,NOUN,noun
4967,ramón,83,ramón,NOUN,noun
4680,autore,90,autore,NOUN,noun
4969,protagonista,83,protagonista,NOUN,noun
4684,armadio,90,armadio,NOUN,noun
4947,colloquio,84,colloquio,NOUN,noun
4793,lili,87,lile,NOUN,noun
4873,mercoledì,85,mercoledì,NOUN,noun
446,verità,1470,verità,NOUN,noun
453,quest',1435,quest,NOUN,noun
4760,consegna,88,consegna,NOUN,noun
4604,trattamento,91,trattamento,NOUN,noun
4764,blaney,88,blaney,NOUN,noun
4530,vergogno,93,vergogno,NOUN,noun
4767,assalto,88,assalto,NOUN,noun
4528,alloggio,94,alloggio,NOUN,noun
4768,agio,88,agio,NOUN,noun
4770,volontario,87,volontario,NOUN,noun
2174,elena,219,eleno,NOUN,noun
4771,verdetto,87,verdetto,NOUN,noun
4792,lire,87,lira,NOUN,noun
4663,gita,90,gita,NOUN,noun
4662,golf,90,golf,NOUN,noun
4822,stadio,86,stadio,NOUN,noun
4821,tasche,86,tasca,NOUN,noun
4820,tenda,86,tenda,NOUN,noun
4527,cannoni,94,cannone,NOUN,noun
4543,machine,93,machina,NOUN,noun
4545,hanka,93,hanka,NOUN,noun
266,papà,2585,papà,NOUN,noun
4550,fagioli,93,fagiolo,NOUN,noun
836,possibilità,678,possibilità,NOUN,noun
4610,portello,91,portello,NOUN,noun
4677,capitale,90,capitale,NOUN,noun
4780,salsa,87,salsa,NOUN,noun
4790,megiio,87,megiio,NOUN,noun
4673,cooper,90,cooper,NOUN,noun
4791,mc,87,mc,NOUN,noun
4785,partiti,87,partito,NOUN,noun
4611,pipì,91,pipì,NOUN,noun
4606,svegli,91,svege,NOUN,noun
4787,nancy,87,nancy,NOUN,noun
4665,garage,90,garage,NOUN,noun
4856,testamento,85,testamento,NOUN,noun
4779,saro',87,saro,NOUN,noun
4541,miliardi,93,miliardo,NOUN,noun
4352,sapore,98,sapore,NOUN,noun
4354,religione,98,religione,NOUN,noun
2044,uccidermi,234,ucciderme,NOUN,noun
4674,congresso,90,congresso,NOUN,noun
4612,passami,91,passame,NOUN,noun
76,grazie,9755,grazie,NOUN,noun
4615,munizioni,91,munizione,NOUN,noun
3875,rete,113,rete,NOUN,noun
2002,ossa,241,osso,NOUN,noun
2995,maresciallo,153,maresciallo,NOUN,noun
2991,rivederti,153,rivederto,NOUN,noun
2965,argomento,155,argomento,NOUN,noun
2968,virus,154,virus,NOUN,noun
2973,settore,154,settore,NOUN,noun
2974,rock,154,rock,NOUN,noun
4551,esperimenti,93,esperimento,NOUN,noun
2975,retro,154,retro,NOUN,noun
2980,fase,154,fase,NOUN,noun
2982,emozioni,154,emozione,NOUN,noun
2984,circostanze,154,circostanza,NOUN,noun
2985,big,154,big,NOUN,noun
2986,bastone,154,bastone,NOUN,noun
2987,artista,154,artista,NOUN,noun
3033,sparito,150,sparito,NOUN,noun
3847,poeta,114,poeta,NOUN,noun
2979,maniera,154,maniera,NOUN,noun
449,re,1448,re,NOUN,noun
4661,greci,90,greci,NOUN,noun
4556,amy,93,amy,NOUN,noun
541,perche',1133,perco,NOUN,noun
4617,man,91,man,NOUN,noun
4619,locke,91,locke,NOUN,noun
4622,green,91,green,NOUN,noun
4623,graal,91,graal,NOUN,noun
4625,francamente,91,francamente,NOUN,noun
4626,ditta,91,ditta,NOUN,noun
4810,appoggio,87,appoggio,NOUN,noun
4660,imbarazzo,90,imbarazzo,NOUN,noun
4805,busta,87,busta,NOUN,noun
4634,campanello,91,campanello,NOUN,noun
4801,coglione,87,coglione,NOUN,noun
4798,creazione,87,creazione,NOUN,noun
4645,salvezza,90,salvezza,NOUN,noun
4797,cuba,87,cuba,NOUN,noun
4653,mikey,90,mikey,NOUN,noun
4654,matematica,90,matematica,NOUN,noun
4795,hannah,87,Hannah,NOUN,noun
4628,coop,91,coop,NOUN,noun
3342,febbre,135,febbre,NOUN,noun
4937,generazioni,84,generazione,NOUN,noun
4869,pero,85,pero,NOUN,noun
3504,origine,127,origine,NOUN,noun
308,storia,2197,storia,NOUN,noun
315,problema,2096,problema,NOUN,noun
3549,quadro,125,quadro,NOUN,noun
3493,temperatura,127,temperatura,NOUN,noun
3540,ambasciatore,126,ambasciatore,NOUN,noun
3492,territorio,127,territorio,NOUN,noun
3491,vetro,127,vetro,NOUN,noun
3543,tutt',125,tutt,NOUN,noun
3506,mandi,127,mandio,NOUN,noun
3434,marty,130,marty,NOUN,noun
3430,oceano,130,oceano,NOUN,noun
3533,esca,126,ere,NOUN,noun
3483,gesto,128,gesto,NOUN,noun
3476,sabbia,128,sabbia,NOUN,noun
3452,salto,129,salto,NOUN,noun
3467,confine,129,confine,NOUN,noun
3508,gentiluomo,127,gentiluomo,NOUN,noun
3512,cerimonia,127,cerimonia,NOUN,noun
3539,argento,126,argento,NOUN,noun
3537,cominci,126,cominco,NOUN,noun
4359,peste,98,pesta,NOUN,noun
4358,possesso,98,possesso,NOUN,noun
4710,din,89,din,NOUN,noun
4357,progressi,98,progresso,NOUN,noun
4719,ashley,89,ashley,NOUN,noun
4725,sintomi,88,sintomo,NOUN,noun
4720,vodka,88,vodka,NOUN,noun
4422,sabina,96,sabina,NOUN,noun
3463,identità,129,identità,NOUN,noun
4722,vermi,88,verme,NOUN,noun
4426,pelo,96,pelo,NOUN,noun
4432,magazzino,96,magazzino,NOUN,noun
459,piedi,1418,piede,NOUN,noun
3075,tette,147,tetta,NOUN,noun
2875,esplosione,160,esplosione,NOUN,noun
309,caso,2180,caso,NOUN,noun
3524,scorta,126,scorta,NOUN,noun
3520,tono,126,tono,NOUN,noun
4678,batteria,90,batteria,NOUN,noun
323,cazzo,2065,cazzo,NOUN,noun
3459,neiia,129,neiia,NOUN,noun
3458,park,129,park,NOUN,noun
3395,murphy,132,murphy,NOUN,noun
3393,personalità,132,personalità,NOUN,noun
3389,sequenza,132,sequenza,NOUN,noun
3384,tocco,132,tocco,NOUN,noun
3591,coda,124,coda,NOUN,noun
3379,cameriera,133,cameriera,NOUN,noun
3375,giovedì,133,giovedì,NOUN,noun
3371,pavimento,133,pavimento,NOUN,noun
3400,femmina,132,femmina,NOUN,noun
3370,pe,133,pe,NOUN,noun
3399,funzioni,132,funzione,NOUN,noun
2779,battuta,167,battuta,NOUN,noun
3573,perdoni,124,perdone,NOUN,noun
3419,giocatore,131,giocatore,NOUN,noun
3421,cravatta,131,cravatta,NOUN,noun
3429,produzione,130,produzione,NOUN,noun
3346,cimitero,135,cimitero,NOUN,noun
3345,disposizione,135,disposizione,NOUN,noun
335,mano,1958,mano,NOUN,noun
4707,fagli,89,faglio,NOUN,noun
329,terra,2020,terra,NOUN,noun
3405,accento,132,accento,NOUN,noun
324,okay,2062,okay,NOUN,noun
3455,proprietario,129,proprietario,NOUN,noun
3453,saggio,129,saggio,NOUN,noun
3558,carrozza,125,carrozza,NOUN,noun
317,tipo,2093,tipo,NOUN,noun
3450,stupenda,129,stupenda,NOUN,noun
3448,bagagli,130,bagaglio,NOUN,noun
